accession	package	ncbiBioProjectAccession	biosampleGoldId	studyGoldId	env_broad_scale	env_broad_scale_mixs	env_broad_scale_mixs_via_obsolescence	is_biome	env_local_scale	env_local_scale_mixs	env_local_scale_mixs_via_obsolescence	is_selected_abp	env_medium	env_medium_mixs	env_medium_mixs_via_obsolescence	is_env_mat
SAMEA7724071	Generic.1.0	PRJEB42019	Gb0315707	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	cell culture	cell culture [ENVO:02000008]	False	True
SAMEA7724072	Generic.1.0	PRJEB42019	Gb0315708	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	cell culture	cell culture [ENVO:02000008]	False	True
SAMEA7724073	Generic.1.0	PRJEB42019	Gb0315709	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	cell culture	cell culture [ENVO:02000008]	False	True
SAMEA7724074	Generic.1.0	PRJEB42019	Gb0315710	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	cell culture	cell culture [ENVO:02000008]	False	True
SAMEA7724075	Generic.1.0	PRJEB42019	Gb0315711	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	cell culture	cell culture [ENVO:02000008]	False	True
SAMEA7724076	Generic.1.0	PRJEB42019	Gb0315541	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724077	Generic.1.0	PRJEB42019	Gb0315542	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724078	Generic.1.0	PRJEB42019	Gb0315543	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724079	Generic.1.0	PRJEB42019	Gb0315544	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724080	Generic.1.0	PRJEB42019	Gb0315545	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724081	Generic.1.0	PRJEB42019	Gb0315546	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724082	Generic.1.0	PRJEB42019	Gb0315547	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724083	Generic.1.0	PRJEB42019	Gb0315548	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724084	Generic.1.0	PRJEB42019	Gb0315549	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724085	Generic.1.0	PRJEB42019	Gb0315550	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724086	Generic.1.0	PRJEB42019	Gb0315551	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724087	Generic.1.0	PRJEB42019	Gb0315552	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724088	Generic.1.0	PRJEB42019	Gb0315553	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724089	Generic.1.0	PRJEB42019	Gb0315554	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724090	Generic.1.0	PRJEB42019	Gb0315555	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724091	Generic.1.0	PRJEB42019	Gb0315556	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724092	Generic.1.0	PRJEB42019	Gb0315557	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724093	Generic.1.0	PRJEB42019	Gb0315558	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724094	Generic.1.0	PRJEB42019	Gb0315559	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724095	Generic.1.0	PRJEB42019	Gb0315560	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724096	Generic.1.0	PRJEB42019	Gb0315561	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724097	Generic.1.0	PRJEB42019	Gb0315562	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724098	Generic.1.0	PRJEB42019	Gb0315439	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	anaerobic bioreactor	anaerobic bioreactor [ENVO:00002124]	False	False	anaerobic sludge	anaerobic sludge [ENVO:00002129]	False	True
SAMEA7724099	Generic.1.0	PRJEB42019	Gb0315440	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	anaerobic bioreactor	anaerobic bioreactor [ENVO:00002124]	False	False	anaerobic sludge	anaerobic sludge [ENVO:00002129]	False	True
SAMEA7724100	Generic.1.0	PRJEB42019	Gb0315441	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	anaerobic bioreactor	anaerobic bioreactor [ENVO:00002124]	False	False	anaerobic sludge	anaerobic sludge [ENVO:00002129]	False	True
SAMEA7724101	Generic.1.0	PRJEB42019	Gb0315442	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	anaerobic bioreactor	anaerobic bioreactor [ENVO:00002124]	False	False	anaerobic sludge	anaerobic sludge [ENVO:00002129]	False	True
SAMEA7724102	Generic.1.0	PRJEB42019	Gb0240114	Gs0154244	forest biome	forest biome [ENVO:01000174]	False	True	volcanic feature	volcanic feature [ENVO:00000094]	False	True	volcanic soil	volcanic soil [ENVO:01001841]	False	True
SAMEA7724103	Generic.1.0	PRJEB42019	Gb0240116	Gs0154244	forest biome	forest biome [ENVO:01000174]	False	True	volcanic feature	volcanic feature [ENVO:00000094]	False	True	volcanic soil	volcanic soil [ENVO:01001841]	False	True
SAMEA7724104	Generic.1.0	PRJEB42019	Gb0240119	Gs0154244	forest biome	forest biome [ENVO:01000174]	False	True	volcanic feature	volcanic feature [ENVO:00000094]	False	True	volcanic soil	volcanic soil [ENVO:01001841]	False	True
SAMEA7724105	Generic.1.0	PRJEB42019	Gb0240125	Gs0154244	forest biome	forest biome [ENVO:01000174]	False	True	volcanic feature	volcanic feature [ENVO:00000094]	False	True	volcanic soil	volcanic soil [ENVO:01001841]	False	True
SAMEA7724106	Generic.1.0	PRJEB42019	Gb0240129	Gs0154244	forest biome	forest biome [ENVO:01000174]	False	True	volcanic feature	volcanic feature [ENVO:00000094]	False	True	volcanic soil	volcanic soil [ENVO:01001841]	False	True
SAMEA7724107	Generic.1.0	PRJEB42019	Gb0239953	Gs0154244	montane grasslands and shrubland biome		False	False	steppe soil	steppe soil [ENVO:00005777]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724108	Generic.1.0	PRJEB42019	Gb0239954	Gs0154244	montane grasslands and shrubland biome		False	False	steppe soil	steppe soil [ENVO:00005777]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724109	Generic.1.0	PRJEB42019	Gb0239955	Gs0154244	montane grasslands and shrubland biome		False	False	steppe soil	steppe soil [ENVO:00005777]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724110	Generic.1.0	PRJEB42019	Gb0239956	Gs0154244	montane grasslands and shrubland biome		False	False	steppe soil	steppe soil [ENVO:00005777]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724111	Generic.1.0	PRJEB42019	Gb0239957	Gs0154244	montane grasslands and shrubland biome		False	False	steppe soil	steppe soil [ENVO:00005777]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724112	Generic.1.0	PRJEB42019	Gb0239958	Gs0154244	montane grasslands and shrubland biome		False	False	steppe soil	steppe soil [ENVO:00005777]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724113	Generic.1.0	PRJEB42019	Gb0239959	Gs0154244	montane grasslands and shrubland biome		False	False	steppe soil	steppe soil [ENVO:00005777]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724114	Generic.1.0	PRJEB42019	Gb0239960	Gs0154244	montane grasslands and shrubland biome		False	False	steppe soil	steppe soil [ENVO:00005777]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724115	Generic.1.0	PRJEB42019	Gb0239961	Gs0154244	montane grasslands and shrubland biome		False	False	steppe soil	steppe soil [ENVO:00005777]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724116	Generic.1.0	PRJEB42019	Gb0239962	Gs0154244	montane grasslands and shrubland biome		False	False	steppe soil	steppe soil [ENVO:00005777]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724117	Generic.1.0	PRJEB42019	Gb0239963	Gs0154244	montane grasslands and shrubland biome		False	False	steppe soil	steppe soil [ENVO:00005777]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724118	Generic.1.0	PRJEB42019	Gb0239964	Gs0154244	montane grasslands and shrubland biome		False	False	steppe soil	steppe soil [ENVO:00005777]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724119	Generic.1.0	PRJEB42019	Gb0239941	Gs0154244	tropical desert biome	tropical desert biome [ENVO:01000183]	False	True	gravel field	gravel field [ENVO:00000548]	False	True	gravel	gravel [ENVO:01000018]	False	True
SAMEA7724120	Generic.1.0	PRJEB42019	Gb0239942	Gs0154244	tropical desert biome	tropical desert biome [ENVO:01000183]	False	True	gravel field	gravel field [ENVO:00000548]	False	True	gravel	gravel [ENVO:01000018]	False	True
SAMEA7724121	Generic.1.0	PRJEB42019	Gb0239943	Gs0154244	tropical desert biome	tropical desert biome [ENVO:01000183]	False	True	gravel field	gravel field [ENVO:00000548]	False	True	gravel	gravel [ENVO:01000018]	False	True
SAMEA7724122	Generic.1.0	PRJEB42019	Gb0239944	Gs0154244	tropical desert biome	tropical desert biome [ENVO:01000183]	False	True	gravel field	gravel field [ENVO:00000548]	False	True	gravel	gravel [ENVO:01000018]	False	True
SAMEA7724123	Generic.1.0	PRJEB42019	Gb0239945	Gs0154244	tropical desert biome	tropical desert biome [ENVO:01000183]	False	True	gravel field	gravel field [ENVO:00000548]	False	True	gravel	gravel [ENVO:01000018]	False	True
SAMEA7724124	Generic.1.0	PRJEB42019	Gb0239946	Gs0154244	tropical desert biome	tropical desert biome [ENVO:01000183]	False	True	gravel field	gravel field [ENVO:00000548]	False	True	gravel	gravel [ENVO:01000018]	False	True
SAMEA7724125	Generic.1.0	PRJEB42019	Gb0239947	Gs0154244	tropical desert biome	tropical desert biome [ENVO:01000183]	False	True	gravel field	gravel field [ENVO:00000548]	False	True	gravel	gravel [ENVO:01000018]	False	True
SAMEA7724126	Generic.1.0	PRJEB42019	Gb0239948	Gs0154244	tropical desert biome	tropical desert biome [ENVO:01000183]	False	True	gravel field	gravel field [ENVO:00000548]	False	True	gravel	gravel [ENVO:01000018]	False	True
SAMEA7724127	Generic.1.0	PRJEB42019	Gb0239949	Gs0154244	tropical desert biome	tropical desert biome [ENVO:01000183]	False	True	gravel field	gravel field [ENVO:00000548]	False	True	gravel	gravel [ENVO:01000018]	False	True
SAMEA7724128	Generic.1.0	PRJEB42019	Gb0239950	Gs0154244	tropical desert biome	tropical desert biome [ENVO:01000183]	False	True	gravel field	gravel field [ENVO:00000548]	False	True	gravel	gravel [ENVO:01000018]	False	True
SAMEA7724129	Generic.1.0	PRJEB42019	Gb0315426	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	bioreactor	bioreactor [ENVO:00002123]	False	False	biosolids	biosolids [ENVO:00002059]	False	True
SAMEA7724130	Generic.1.0	PRJEB42019	Gb0315427	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	bioreactor	bioreactor [ENVO:00002123]	False	False	biosolids	biosolids [ENVO:00002059]	False	True
SAMEA7724131	Generic.1.0	PRJEB42019	Gb0315428	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	bioreactor	bioreactor [ENVO:00002123]	False	False	biosolids	biosolids [ENVO:00002059]	False	True
SAMEA7724132	Generic.1.0	PRJEB42019	Gb0315429	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	bioreactor	bioreactor [ENVO:00002123]	False	False	biosolids	biosolids [ENVO:00002059]	False	True
SAMEA7724133	Generic.1.0	PRJEB42019	Gb0315430	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	bioreactor	bioreactor [ENVO:00002123]	False	False	biosolids	biosolids [ENVO:00002059]	False	True
SAMEA7724134	Generic.1.0	PRJEB42019	Gb0315431	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	bioreactor	bioreactor [ENVO:00002123]	False	False	biosolids	biosolids [ENVO:00002059]	False	True
SAMEA7724135	Generic.1.0	PRJEB42019	Gb0315432	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	bioreactor	bioreactor [ENVO:00002123]	False	False	biosolids	biosolids [ENVO:00002059]	False	True
SAMEA7724136	Generic.1.0	PRJEB42019	Gb0315433	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	bioreactor	bioreactor [ENVO:00002123]	False	False	biosolids	biosolids [ENVO:00002059]	False	True
SAMEA7724137	Generic.1.0	PRJEB42019	Gb0315984	Gs0154244	temperate mixed forest biome	temperate mixed forest biome [ENVO:01000212]	False	True	host-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7724138	Generic.1.0	PRJEB42019	Gb0315985	Gs0154244	temperate mixed forest biome	temperate mixed forest biome [ENVO:01000212]	False	True	host-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7724139	Generic.1.0	PRJEB42019	Gb0315986	Gs0154244	temperate mixed forest biome	temperate mixed forest biome [ENVO:01000212]	False	True	host-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7724140	Generic.1.0	PRJEB42019	Gb0315987	Gs0154244	temperate mixed forest biome	temperate mixed forest biome [ENVO:01000212]	False	True	host-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7724141	Generic.1.0	PRJEB42019	Gb0315988	Gs0154244	temperate mixed forest biome	temperate mixed forest biome [ENVO:01000212]	False	True	host-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7724142	Generic.1.0	PRJEB42019	Gb0315989	Gs0154244	temperate mixed forest biome	temperate mixed forest biome [ENVO:01000212]	False	True	host-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7724143	Generic.1.0	PRJEB42019	Gb0315990	Gs0154244	temperate mixed forest biome	temperate mixed forest biome [ENVO:01000212]	False	True	host-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7724144	Generic.1.0	PRJEB42019	Gb0315991	Gs0154244	temperate mixed forest biome	temperate mixed forest biome [ENVO:01000212]	False	True	host-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7724145	Generic.1.0	PRJEB42019	Gb0315992	Gs0154244	temperate mixed forest biome	temperate mixed forest biome [ENVO:01000212]	False	True	host-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7724146	Generic.1.0	PRJEB42019	Gb0315993	Gs0154244	temperate mixed forest biome	temperate mixed forest biome [ENVO:01000212]	False	True	host-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7724147	Generic.1.0	PRJEB42019	Gb0315994	Gs0154244	temperate mixed forest biome	temperate mixed forest biome [ENVO:01000212]	False	True	host-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7724148	Generic.1.0	PRJEB42019	Gb0315995	Gs0154244	temperate mixed forest biome	temperate mixed forest biome [ENVO:01000212]	False	True	host-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7724149	Generic.1.0	PRJEB42019	Gb0315996	Gs0154244	temperate mixed forest biome	temperate mixed forest biome [ENVO:01000212]	False	True	host-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
SAMEA7724150	Generic.1.0	PRJEB42019	Gb0315997	Gs0154244	temperate mixed forest biome	temperate mixed forest biome [ENVO:01000212]	False	True	host-associated habitat		False	False	feces	feces [UBERON:0001988]	False	False
